"10","N05CA06","SECOBARBITAL","28:24.04","BARBITURATES"
"1519","A16AX","VARIOUS ALIMENTARY TRACT AND METABOLISM PRODUCTS","56:24.00","LIPOTROPIC AGENTS"
"15190","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15191","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15192","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15193","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15194","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15195","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15196","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15197","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15198","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15199","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"152","J01CE08","BENZATHINE BENZYLPENICILLIN","08:12.16.04","NATURAL PENICILLINS"
"1520","A11BA","MULTIVITAMINS, PLAIN","88:28.00","MULTIVITAMIN PREPARATIONS"
"15200","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15201","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15203","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES"
"15206","J01DB04","CEFAZOLIN","08:12.06.04","FIRST GENERATION CEPHALOSPORINS"
"1521","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"15212","N05AB06","TRIFLUOPERAZINE","28:16.08.24","PHENOTHIAZINES"
"15213","N05AB06","TRIFLUOPERAZINE","28:16.08.24","PHENOTHIAZINES"
"15214","N05AB06","TRIFLUOPERAZINE","28:16.08.24","PHENOTHIAZINES"
"15215","A03CA01","ISOPROPAMIDE AND PSYCHOLEPTICS","12:08.08","ANTIMUSCARINICS ANTISPASMODICS"
"15215","A03CA01","ISOPROPAMIDE AND PSYCHOLEPTICS","28:16.08.24","PHENOTHIAZINES"
"15216","A03CA01","ISOPROPAMIDE AND PSYCHOLEPTICS","12:08.08","ANTIMUSCARINICS ANTISPASMODICS"
"15216","A03CA01","ISOPROPAMIDE AND PSYCHOLEPTICS","28:16.08.24","PHENOTHIAZINES"
"15217","A03CA01","ISOPROPAMIDE AND PSYCHOLEPTICS","12:08.08","ANTIMUSCARINICS ANTISPASMODICS"
"15217","A03CA01","ISOPROPAMIDE AND PSYCHOLEPTICS","28:16.08.24","PHENOTHIAZINES"
"15219","R01BA51","PHENYLPROPANOLAMINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES"
"15219","R01BA51","PHENYLPROPANOLAMINE, COMBINATIONS","12:12.00","SYMPATHOMIMETIC (ADRENERGIC) AGENTS"
"1522","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"15220","A02BA01","CIMETIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS"
"15221","A02BA01","CIMETIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS"
"15222","J01CA13","TICARCILLIN","08:12.16.16","EXTENDED-SPECTRUM PENICILLINS"
"15223","J01CA13","TICARCILLIN","08:12.16.16","EXTENDED-SPECTRUM PENICILLINS"
"15226","A08AA01","PHENTERMINE","28:20.08.04","Amphetamine Derivatives"
"15227","A12BA01","POTASSIUM CHLORIDE","40:12.00","REPLACEMENT PREPARATIONS"
"15228","","","84:92.00","MISC. SKIN AND MUCOUS MEMBRANE AGENTS"
"15229","B03AA02","FERROUS FUMARATE","20:04.04","IRON PREPARATIONS"
"1523","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"15230","B03AA02","FERROUS FUMARATE","20:04.04","IRON PREPARATIONS"
"15232","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"15233","R05DA20","COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES"
"15233","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES"
"15234","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"15235","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"15236","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"15238","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"15239","A12CX","OTHER MINERAL PRODUCTS","88:29.00*","MINERALS"
"1524","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"15240","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"15241","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"15243","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"15244","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"15245","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"15246","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"15247","A01AA51","SODIUM FLUORIDE, COMBINATIONS","34:00.00","DENTAL AGENTS"
"15249","C08CA05","NIFEDIPINE","24:28.08","DIHYDROPYRIDINES"
"1525","P01BC01","QUININE","08:30.08","ANTIMALARIALS"
"15250","P02CX01","PYRVINIUM","08:08.00","ANTHELMINTICS"
"15251","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS"
"15252","R01BA52","PSEUDOEPHEDRINE, COMBINATIONS","04:04.04","ETHANOLAMINE DERIVATIVES"
"15252","R01BA52","PSEUDOEPHEDRINE, COMBINATIONS","12:12.00","SYMPATHOMIMETIC (ADRENERGIC) AGENTS"
"15255","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"1526","P01BC01","QUININE","08:30.08","ANTIMALARIALS"
"15260","A01AA51","SODIUM FLUORIDE, COMBINATIONS","34:00.00","DENTAL AGENTS"
"15261","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15262","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15263","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15264","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15265","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15266","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15267","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15268","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15269","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1527","D10AA02","METHYLPREDNISOLONE","84:06.00","ANTI-INFLAMMATORY AGENTS"
"1527","D10AA02","METHYLPREDNISOLONE","84:28.00","KERATOLYTIC AGENTS"
"15270","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15271","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15272","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15273","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15274","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15275","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15276","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15277","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15278","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15279","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1528","H02AB07","PREDNISONE","68:04.00","ADRENALS"
"15280","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15281","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15282","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15283","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15284","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15285","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15286","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15287","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15288","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15289","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1529","S01FA01","ATROPINE","52:24.00","MYDRIATICS"
"15290","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15291","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15292","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15293","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15294","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15295","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15296","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15297","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15298","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15299","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"153","J01CE01","BENZYLPENICILLIN","08:12.16.04","NATURAL PENICILLINS"
"15300","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15301","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15302","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15303","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15304","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15305","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15306","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15307","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15308","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15309","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1531","S01AB04","SULFACETAMIDE","52:04.04","ANTIBACTERIALS"
"15310","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15311","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15312","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15313","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15314","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15315","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15316","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15317","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15318","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15319","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1532","A02AD01","ORDINARY SALT COMBINATIONS","56:04.00","ANTACIDS AND ADSORBENTS"
"15320","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15321","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15322","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15323","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15324","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15325","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15326","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15327","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15328","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15329","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1533","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E"
"15330","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15331","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15332","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15333","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15334","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15335","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15336","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15337","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15338","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15339","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1534","A11JC","VITAMINS, OTHER COMBINATIONS","40:20.00","CALORIC AGENTS"
"1534","A11JC","VITAMINS, OTHER COMBINATIONS","88:16.00","VITAMIN D"
"15340","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15341","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15342","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15343","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15344","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15345","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15346","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15347","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15348","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15349","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1535","G01AX11","POVIDONE-IODINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"15350","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15351","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15352","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15353","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15354","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15355","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15356","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15357","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15358","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15359","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1536","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15360","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15361","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15362","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15363","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15364","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15365","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15366","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15367","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15368","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15369","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1537","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15370","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15371","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15372","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15373","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15374","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15375","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15376","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15377","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15378","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15379","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1538","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15380","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15381","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15382","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15383","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15384","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15385","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15386","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15387","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15388","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15389","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1539","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15390","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15391","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15392","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15393","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15394","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15395","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15396","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15397","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15398","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15399","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"154","N01AH05","ANILERIDINE","28:08.08","OPIATE AGONISTS"
"1540","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15400","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15401","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15402","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15403","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15404","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15405","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15406","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15407","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15408","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15409","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1541","D02AA","SILICONE PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS"
"15410","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15411","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15412","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15413","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15414","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15415","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15416","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15417","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15418","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15419","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1542","D01AE07","CHLORPHENESIN","84:04.08","ANTIFUNGALS"
"15420","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15421","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15422","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15423","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15424","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15425","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15426","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15427","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15428","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15429","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1543","D01AE07","CHLORPHENESIN","84:04.08","ANTIFUNGALS"
"15430","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15431","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15432","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15433","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15434","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15435","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15436","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15437","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15438","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15439","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1544","N06CA01","AMITRIPTYLINE AND PSYCHOLEPTICS","28:16.04.28","TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS"
"1544","N06CA01","AMITRIPTYLINE AND PSYCHOLEPTICS","28:16.08.24","PHENOTHIAZINES"
"15440","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15441","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15442","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15443","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15444","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15445","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15446","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15447","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15448","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15449","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15450","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15451","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15452","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15453","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15454","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15455","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15456","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15457","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15458","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15459","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15460","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15461","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15462","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15463","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15464","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15465","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15466","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15467","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15468","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15469","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1547","QJ01GB","OTHER AMINOGLYCOSIDES","",""
"15470","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15471","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15472","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15473","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15474","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"15475","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"15476","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"15477","A11JC","VITAMINS, OTHER COMBINATIONS","88:20.00","VITAMIN E"
"15477","A11JC","VITAMINS, OTHER COMBINATIONS","88:30.00*","OTHER NUTRITIONAL AGENTS"
"15479","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"15480","D01AC03","ECONAZOLE","84:04.08.08","AZOLES"
"15484","R05DA20","COMBINATIONS","04:04.12","PHENOTHIAZINE DERIVATIVES"
"15484","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES"
"15487","N03AA03","PRIMIDONE","28:12.04","BARBITURATES"
"15488","A12BA01","POTASSIUM CHLORIDE","40:12.00","REPLACEMENT PREPARATIONS"
"1549","A11CA01","RETINOL (VIT A)","88:04.00","VITAMIN A"
"15490","R05DA20","COMBINATIONS","04:04.00","FIRST GENERATION ANTIHISTAMINES"
"15490","R05DA20","COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES"
"15490","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES"
"15494","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS"
"15496","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"15497","D08AC02","CHLORHEXIDINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"15498","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"15499","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"155","N01AH05","ANILERIDINE","28:08.08","OPIATE AGONISTS"
"1550","R03CB03","ORCIPRENALINE","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS"
"15500","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"15501","A03AX13","SILICONES","56:10.00","ANTIFLATULENTS"
"15502","A01AA51","SODIUM FLUORIDE, COMBINATIONS","34:00.00","DENTAL AGENTS"
"15503","R06AA02","DIPHENHYDRAMINE","56:22.08","ANTIHISTAMINES"
"15504","A06AC01","ISPAGHULA (PSYLLA SEEDS)","56:12.00","CATHARTICS AND LAXATIVES"
"15505","A09AA04","TILACTASE","56:16.00","DIGESTANTS"
"15506","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"15509","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"1551","R03AB03","ORCIPRENALINE","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS"
"15510","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"15511","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES"
"15512","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES"
"15512","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.08","OPIATE AGONISTS"
"15513","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES"
"15513","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.08","OPIATE AGONISTS"
"15515","R06AA02","DIPHENHYDRAMINE","04:04.04","ETHANOLAMINE DERIVATIVES"
"15519","A11JA","COMBINATIONS OF VITAMINS","88:28.00","MULTIVITAMIN PREPARATIONS"
"1552","R03AB03","ORCIPRENALINE","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS"
"15520","B05XA05","MAGNESIUM SULPHATE","28:12.92","MISCELLANEOUS ANTICONVULSANTS"
"15521","C03CA01","FUROSEMIDE","40:28.08","LOOP DIURETICS"
"15523","A01AA51","SODIUM FLUORIDE, COMBINATIONS","34:00.00","DENTAL AGENTS"
"15524","A01AA01","SODIUM FLUORIDE","34:00.00","DENTAL AGENTS"
"15526","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"15527","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES"
"15528","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES"
"15529","N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES"
"15530","A01AA01","SODIUM FLUORIDE","34:00.00","DENTAL AGENTS"
"15531","R01AD04","FLUNISOLIDE","52:08.08","CORTICOSTEROIDS"
"15533","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"15534","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"15535","D10AF52","ERYTHROMYCIN, COMBINATIONS","84:04.04","ANTIBIOTICS"
"15536","D10AF52","ERYTHROMYCIN, COMBINATIONS","84:04.04","ANTIBIOTICS"
"15537","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"15539","B05BA03","CARBOHYDRATES","40:20.00","CALORIC AGENTS"
"1554","A06AB02","BISACODYL","56:12.00","CATHARTICS AND LAXATIVES"
"15542","D08AX05","ISOPROPANOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"15543","D08AX05","ISOPROPANOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"15544","R05DA20","COMBINATIONS","04:04.00","FIRST GENERATION ANTIHISTAMINES"
"15544","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES"
"15545","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS"
